FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
2280830,735829,28845,10883,193217,57948,3253092,1002294,22976,9009,169733,50606,73,1257
810290,196469,11634,4728,35922,7627,1146716,296397,10354,4104,31735,6713,72,1257
1124109,399033,16850,6574,54092,12940,1881655,618749,16841,6279,52831,13239,55,1257
28416,9937,110,165,530,376,73834,24458,0,87,290,372,21,1258
16629,9254,175,242,366,0,62706,28695,79,186,198,0,14,1259
1446033,318780,19302,7469,80112,24680,1954265,469229,17260,6625,72514,22902,75,1260
2311934,434212,25626,10572,190553,58384,2428879,444401,14371,6134,111986,36706,88,1261
409694,63249,6054,2121,22028,7272,646716,92412,5236,1775,22259,9881,54,1261
1224278,300032,17387,6999,77794,23160,1574243,404403,15164,5822,67701,18125,59,1262
907722,129823,12279,5245,47196,12664,1366850,196243,11230,4899,43661,12289,63,1264
1118506,265542,17432,6783,62666,17244,1455075,385838,14546,5422,52926,13842,71,1264
665003,73816,8002,3149,26390,8218,1127330,107981,7682,2929,25026,7839,56,1265
800940,519129,5993,2631,6080,0,980637,802584,5093,2133,5879,401,58,1265
56352,7615,354,268,768,0,111465,14538,197,151,645,0,33,1267
1193054,190594,15904,6565,66545,24748,1527518,271138,14133,5429,57452,21916,64,1267
13327,7993,150,92,242,58,54306,27762,76,11,0,135,14,1267
463482,131324,4891,1919,10849,2807,930317,225615,4763,2102,11303,4508,49,1269
16059,2084,184,69,378,375,56910,5672,130,3,135,387,15,1269
1199712,323003,15139,5710,54618,13317,1739157,507429,13795,5111,50731,12807,62,1269
55247,11901,111,283,165,0,155513,24522,53,301,32,102,27,1270
1269291,505423,16969,6418,66860,18363,1566189,690018,13856,5183,57070,15830,79,1271
1041453,458168,14369,5254,65376,19262,1378472,670324,12725,4582,59545,15809,65,1273
740233,182420,9109,3716,36877,10869,1114251,260631,8189,2945,35166,10442,59,1274
605249,275510,7664,2798,21244,4828,983704,420749,6922,2607,21677,6815,65,1274
1073225,460934,13716,5730,43432,10075,1658819,750208,12721,5140,39824,9035,52,1274
949369,151954,14667,5596,53663,17602,1259994,230994,12901,5024,47866,16938,61,1274
1245533,238793,19598,7154,64382,17977,1689863,342734,17955,6201,56521,15770,76,1275
781086,461991,10902,3571,37486,8423,1363613,774410,11224,3738,36979,11955,56,1275
855205,242510,8849,3504,34070,11795,1374151,384218,8767,3315,31316,10750,55,1277
1552939,251442,22201,9055,95623,36939,2232140,364009,20901,8422,90953,37816,59,1279
730854,114857,7956,3446,36334,11557,1156448,177897,8143,3186,35785,11591,51,1280
14785,4342,398,148,306,126,61548,13050,482,162,522,153,14,1280
807155,57132,5727,2024,50278,13797,1421838,89021,6000,2103,50779,18063,50,1283
676805,129917,5526,2498,53139,17067,1067592,193079,5366,2453,52790,19723,57,1283
871672,200144,13172,4984,51729,15122,1113850,286994,10942,4281,44376,13560,64,1285
69424,6252,80,206,57,118,158593,13331,134,96,5,235,30,1286
966010,141251,11608,4696,38472,12113,1606197,213175,11129,4174,37897,12425,57,1287
1048140,274488,14425,6002,57241,12642,1552800,410348,13671,5659,52076,14397,58,1287
18564,4326,81,24,566,523,99362,27024,144,0,731,1445,12,1287
1281619,250732,14959,5999,54264,12615,2036456,362411,14332,5371,50020,14012,56,1288
1521632,226342,15920,6715,58904,12931,2513634,338873,15291,6337,58249,14940,64,1288
71763,8730,212,116,0,177,154030,17809,149,72,0,130,28,1288
353769,229109,3217,1553,3758,460,666459,378892,3206,1481,3130,702,50,1289
850043,201684,12033,4680,46467,11114,1145596,284567,10527,3895,39658,10373,70,1289
738907,107977,10529,4195,38971,12616,1178513,165621,10791,3914,36681,14484,49,1293
19594,3696,282,0,446,330,51891,9411,182,0,368,241,19,1294
935553,157630,9053,3746,39763,10659,1467036,231025,8578,3462,39352,10070,56,1294
39588,16481,95,101,0,0,71503,29374,0,19,219,179,38,1295
252000,1128252,488,134,676,0,443441,1854843,212,101,350,0,54,1298
703937,163579,10319,3845,31535,8300,984078,228141,9286,3213,29080,7886,63,1298
1143075,603597,15091,5912,162696,41528,1650535,966788,14314,5722,151523,41524,57,1299
33816,8327,175,90,896,126,75450,17247,78,40,569,147,26,1299
